Positive_ID,ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Volume solvente,Hydration_Number,Counterion_Class,Oxidation_State,Procedura_Sintetica,Esito_ML,Positive_Library_Source,Split_Set,Critical_Completeness,Extended_Completeness,Completeness_Score,Source_Quality_Score,Diversity_Weight,Evidence_Weight,Quality_Tier,PXRD_Confirmed,Condition_Signature,Source_DOI,Extraction_Method
POS-0062,444,Benzimidazole,Non specificata,Co,Co(NO3)2·6H2O,DMF,Nessuno,140,48.0,4.0,1.0,4.0,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,co|non specificata|nitrate|dmf|nessuno|140|48|4.0,,curated_project_dataset
POS-0063,445,"4,5-Dichloroimidazole",Non specificata,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,85,24.0,4.0,1.0,4.0,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.196116135138184,0.7695982270276368,B,True,zn|non specificata|nitrate|dmf|nessuno|80|24|4.0,,curated_project_dataset
POS-0064,446,Fumaric acid,Non specificata,Fe,FeCl3·6H2O,H2O,Nessuno,65,12.0,5.0,5.0,1.0,,6.0,chloride,3.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|chloride|h2o|nessuno|60|12|1.0,,curated_project_dataset
POS-0065,447,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Fe,FeCl3·6H2O,DMF,Nessuno,100,12.0,5.0,5.0,1.0,,6.0,chloride,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.16666666666666666,0.7637083333333333,B,True,fe|non specificata|chloride|dmf|nessuno|100|12|1.0,,curated_project_dataset
POS-0066,448,"2,6-Naphthalenedicarboxylic acid",Non specificata,Fe,FeCl3·6H2O,DMF,Nessuno,100,12.0,5.0,5.0,1.0,,6.0,chloride,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.16666666666666666,0.7637083333333333,B,True,fe|non specificata|chloride|dmf|nessuno|100|12|1.0,,curated_project_dataset
POS-0067,449,"4,4'-Biphenyldicarboxylic acid",Non specificata,Fe,FeCl3·6H2O,DMF,Nessuno,100,12.0,5.0,5.0,1.0,,6.0,chloride,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.16666666666666666,0.7637083333333333,B,True,fe|non specificata|chloride|dmf|nessuno|100|12|1.0,,curated_project_dataset
POS-0068,450,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Al,Al(NO3)3·9H2O,DMF,Nessuno,130,24.0,3.0,3.0,1.0,,9.0,nitrate,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.28474739872574967,0.78732447974515,A,True,al|non specificata|nitrate|dmf|nessuno|130|24|1.0,,curated_project_dataset
POS-0069,451,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,In,In(NO3)3·xH2O,DMF,Nessuno,100,48.0,2.0,2.0,1.0,,1.0,nitrate,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,1.0,0.930375,A,True,in|non specificata|nitrate|dmf|nessuno|100|48|1.0,,curated_project_dataset
POS-0070,452,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Ti,Ti(OiPr)4,DMF/MeOH,Nessuno,150,15.0,12.0,6.0,2.0,,0.0,iodide,,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.75,0.9375,0.82,1.0,0.91475,A,True,ti|non specificata|iodide|dmf/meoh|nessuno|150|12|2.0,,curated_project_dataset
POS-0071,456,5-Methoxyisophthalic acid,Non specificata,Al,Al(ClO4)3·6H2O,H2O,Nessuno,130,12.0,2.0,2.0,1.0,,6.0,perchlorate,,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.75,0.9375,0.82,0.20134681656420725,0.7550193633128415,B,True,al|non specificata|perchlorate|h2o|nessuno|130|12|1.0,,curated_project_dataset
POS-0072,457,5-Nitroisophthalic acid,Non specificata,Al,Al(ClO4)3·6H2O,H2O,Nessuno,130,12.0,2.0,2.0,1.0,,6.0,perchlorate,,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.75,0.9375,0.82,0.20134681656420725,0.7550193633128415,B,True,al|non specificata|perchlorate|h2o|nessuno|130|12|1.0,,curated_project_dataset
POS-0073,458,"trans-Cyclohexane-1,4-dicarboxylic acid",Non specificata,Al,Al2(SO4)3·18H2O,H2O,Nessuno,180,24.0,3.0,1.5,2.0,,18.0,sulfate,,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.75,0.9375,0.82,0.28474739872574967,0.77169947974515,B,True,al|non specificata|sulfate|h2o|nessuno|180|24|2.0,,curated_project_dataset
POS-0074,459,TCPP (Tetrakis(4-carboxyphenyl)porphyrin),Non specificata,Zr,ZrOCl2·8H2O,DMF/BA,Nessuno,120,12.0,0.04,0.3,0.1333,,8.0,chloride,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|dmf/ba|nessuno|120|12|0.25,,curated_project_dataset
POS-0075,460,TCPP,Non specificata,Hf,HfCl4,DMF/BA,Nessuno,120,24.0,0.03,0.2,0.15,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5773502691896256,0.8458450538379252,A,True,hf|non specificata|chloride|dmf/ba|nessuno|120|24|0.25,,curated_project_dataset
POS-0076,461,TCPP,Non specificata,Fe,FeCl3,DMF,Nessuno,150,24.0,0.08,0.5,0.16,,0.0,chloride,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|chloride|dmf|nessuno|150|24|0.25,,curated_project_dataset
POS-0077,462,Fumaric acid,Non specificata,Zr,ZrCl4,DMF/Formic acid,Nessuno,120,24.0,1.0,1.0,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.16514456476895406,0.7634039129537908,B,True,zr|non specificata|chloride|dmf/formic acid|nessuno|120|24|1.0,,curated_project_dataset
POS-0078,464,"Pyrazole-3,5-dicarboxylic acid",Non specificata,Zr,ZrCl4,DMF/Formic acid,Nessuno,120,24.0,1.0,1.0,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.16514456476895406,0.7634039129537908,B,True,zr|non specificata|chloride|dmf/formic acid|nessuno|120|24|1.0,,curated_project_dataset
POS-0079,465,"1H-pyrazole-3,5-dicarboxylic acid",Non specificata,Al,AlCl3·6H2O,H2O,Nessuno,100,24.0,2.0,2.0,1.0,,6.0,chloride,3.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.28474739872574967,0.78732447974515,A,True,al|non specificata|chloride|h2o|nessuno|100|24|1.0,,curated_project_dataset
POS-0080,466,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Fe,FeCl3,EtOH,Nessuno,80,24.0,1.0,2.0,0.5,,0.0,chloride,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|chloride|etoh|nessuno|80|24|0.5,,curated_project_dataset
POS-0081,468,"5-(2,4,6-trioxohexahydro-1,3,5-triazin-1-yl)isophthalic acid",Non specificata,Cu,Cu(NO3)2·2.5H2O,DMA/DMSO,Nessuno,85,72.0,0.15,0.5,0.3,,2.5,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,cu|non specificata|nitrate|dma/dmso|nessuno|80|72|0.25,,curated_project_dataset
POS-0082,470,"4,4'-(naphthalene-2,6-diyl)dibenzonic acid",Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF,Nessuno,85,48.0,0.2,0.6,0.3333,,2.5,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2236067977499789,0.7750963595499958,B,True,cu|non specificata|nitrate|dmf|nessuno|80|48|0.25,,curated_project_dataset
POS-0083,471,Imidazole (3.0) / Benzimidazole (1.0),Non specificata,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,130,48.0,4.0,1.0,4.0,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.16012815380508713,0.7624006307610174,B,True,zn|non specificata|nitrate|dmf|nessuno|130|48|4.0,,curated_project_dataset
POS-0084,473,2-Ethylimidazole,Non specificata,Zn,Zn(ClO4)2·6H2O,MeOH/NH3,Nessuno,25,24.0,4.0,1.0,4.0,,6.0,perchlorate,,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.75,0.9375,0.82,0.2773500981126145,0.7702200196225228,B,True,zn|non specificata|perchlorate|meoh/nh3|nessuno|20|24|4.0,,curated_project_dataset
POS-0085,474,4-Methyl-5-imidazolecarboxaldehyde,Non specificata,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,85,24.0,4.0,1.0,4.0,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.196116135138184,0.7695982270276368,B,True,zn|non specificata|nitrate|dmf|nessuno|80|24|4.0,,curated_project_dataset
POS-0086,475,"Adenine (0.4) / 4,4'-BPDC (0.8)",Non specificata,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,130,24.0,1.2,1.2,1.0,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2773500981126145,0.7858450196225228,A,True,zn|non specificata|nitrate|dmf|nessuno|130|24|1.0,,curated_project_dataset
POS-0087,477,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Zn,Zn(NO3)2·6H2O,H2O,Nessuno,140,24.0,1.0,2.0,0.5,,6.0,nitrate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2773500981126145,0.7858450196225228,A,True,zn|non specificata|nitrate|h2o|nessuno|140|24|0.5,,curated_project_dataset
POS-0088,479,BHB-based tetracarboxylate,Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF/Dioxane,Nessuno,65,48.0,0.2,0.8,0.25,,2.5,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,cu|non specificata|nitrate|dmf/dioxane|nessuno|60|48|0.25,,curated_project_dataset
POS-0089,480,"2,5-Dihydroxyterephthalic acid",Non specificata,Mg,Mg(OAc)2·4H2O,H2O/THF,Nessuno,110,24.0,1.0,3.3,0.303,,4.0,acetate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.48038446141526137,0.8264518922830523,A,True,mg|non specificata|acetate|h2o/thf|nessuno|110|24|0.25,,curated_project_dataset
POS-0090,481,"2,6-Naphthalenedicarboxylic acid",Non specificata,Al,Al(NO3)3·9H2O,DMF,Nessuno,120,24.0,2.0,2.0,1.0,,9.0,nitrate,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.20134681656420725,0.7706443633128415,B,True,al|non specificata|nitrate|dmf|nessuno|120|24|1.0,,curated_project_dataset
POS-0091,482,"4,4'-Biphenyldicarboxylic acid",Non specificata,Al,Al(NO3)3·9H2O,DMF,Nessuno,120,24.0,2.0,2.0,1.0,,9.0,nitrate,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.20134681656420725,0.7706443633128415,B,True,al|non specificata|nitrate|dmf|nessuno|120|24|1.0,,curated_project_dataset
POS-0092,483,TCPP,Non specificata,Al,Al(NO3)3·9H2O,H2O,Nessuno,180,24.0,0.1,0.5,0.2,,9.0,nitrate,3.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.28474739872574967,0.78732447974515,A,True,al|non specificata|nitrate|h2o|nessuno|180|24|0.25,,curated_project_dataset
POS-0093,484,Fumaric acid,Non specificata,Zr,ZrOCl2·8H2O,H2O/Formic acid,Nessuno,100,24.0,2.0,2.0,1.0,,8.0,chloride,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|h2o/formic acid|nessuno|100|24|1.0,,curated_project_dataset
POS-0094,485,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Ce,Ce(NH4)2(NO3)6,DMF,Nessuno,100,15.0,1.0,1.0,1.0,,0.0,nitrate,,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.75,0.9375,0.82,1.0,0.91475,A,True,ce|non specificata|nitrate|dmf|nessuno|100|12|1.0,,curated_project_dataset
POS-0095,486,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Hf,HfCl4,DMF/HCl,Nessuno,120,24.0,1.0,1.0,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.4082482904638629,0.8120246580927726,A,True,hf|non specificata|chloride|dmf/hcl|nessuno|120|24|1.0,,curated_project_dataset
POS-0096,487,"4,4'-Biphenyldicarboxylic acid",Non specificata,Hf,HfCl4,DMF/HCl,Nessuno,120,24.0,0.8,0.8,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.4082482904638629,0.8120246580927726,A,True,hf|non specificata|chloride|dmf/hcl|nessuno|120|24|1.0,,curated_project_dataset
POS-0097,488,"2,5-Thiophenedicarboxylic acid",Non specificata,Zr,ZrCl4,DMF/Propanol,Nessuno,120,24.0,1.0,1.0,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|dmf/propanol|nessuno|120|24|1.0,,curated_project_dataset
POS-0098,489,TDPAT,Non specificata,Fe,FeCl3,DMF,Nessuno,120,48.0,0.3,1.0,0.3,,0.0,chloride,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|chloride|dmf|nessuno|120|48|0.25,,curated_project_dataset
POS-0099,490,TCPP,Non specificata,Zr,ZrCl4,DMF,Nessuno,120,24.0,0.05,0.3,0.1667,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|dmf|nessuno|120|24|0.25,,curated_project_dataset
POS-0100,491,TCPP,Non specificata,Zr,ZrOCl2·8H2O,DMF/Benzoic acid,Nessuno,120,24.0,0.05,0.3,0.1667,,8.0,chloride,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|dmf/benzoic acid|nessuno|120|24|0.25,,curated_project_dataset
POS-0101,494,H4TBAPy derivative,Non specificata,Zr,ZrOCl2·8H2O,DMF/TFA,Nessuno,120,24.0,0.05,0.25,0.2,,8.0,chloride,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.16514456476895406,0.7634039129537908,B,True,zr|non specificata|chloride|dmf/tfa|nessuno|120|24|0.25,,curated_project_dataset
POS-0102,500,"4,4'-Bipyridine (0.5) / H2BDC (0.5)",Non specificata,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,100,48.0,1.0,1.0,1.0,,4.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,1.0,0.930375,A,True,cd|non specificata|nitrate|dmf|nessuno|100|48|1.0,,curated_project_dataset
POS-0103,501,2-Fluoroterephthalic acid,Non specificata,Zr,ZrCl4,DMF/HCl,HCl,120,24.0,1.0,1.0,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.15,0.760375,B,True,zr|non specificata|chloride|dmf/hcl|hcl|120|24|1.0,,curated_project_dataset
POS-0104,502,"1,2,4,5-Benzenetetracarboxylic acid",Non specificata,Zr,ZrOCl2·8H2O,DMF/H2O,Acido acetico,100,24.0,0.5,1.0,0.5,,8.0,chloride,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|dmf/h2o|acido acetico|100|24|0.5,,curated_project_dataset
POS-0105,503,2-Sulfoterephthalic acid monosodium salt,Non specificata,Zr,ZrCl4,DMF/HCl,HCl,120,24.0,1.0,1.0,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.15,0.760375,B,True,zr|non specificata|chloride|dmf/hcl|hcl|120|24|1.0,,curated_project_dataset
POS-0106,504,"2,5-Dihydroxyterephthalic acid",Non specificata,Zr,ZrOCl2·8H2O,DMF/H2O,Acido benzoico,120,24.0,1.0,1.0,1.0,,8.0,chloride,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|dmf/h2o|acido benzoico|120|24|1.0,,curated_project_dataset
POS-0107,505,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Ce,Ce(NH4)2(NO3)6,DMF,Acido formico,100,15.0,1.0,1.0,1.0,,0.0,nitrate,,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.75,0.9375,0.82,1.0,0.91475,A,True,ce|non specificata|nitrate|dmf|acido formico|100|12|1.0,,curated_project_dataset
POS-0108,507,"2,5-Dimethylterephthalic acid",Non specificata,Zr,ZrCl4,DMF/HCl,HCl,120,24.0,1.0,1.0,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.15,0.760375,B,True,zr|non specificata|chloride|dmf/hcl|hcl|120|24|1.0,,curated_project_dataset
POS-0109,508,"2,5-Dinitroterephthalic acid",Non specificata,Zr,ZrCl4,DMF/HCl,HCl,120,24.0,1.0,1.0,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.15,0.760375,B,True,zr|non specificata|chloride|dmf/hcl|hcl|120|24|1.0,,curated_project_dataset
POS-0110,509,"2-Amino-[1,1'-biphenyl]-4,4'-dicarboxylic acid",Non specificata,Zr,ZrCl4,DMF/HCl,HCl,120,24.0,0.5,0.5,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.15,0.760375,B,True,zr|non specificata|chloride|dmf/hcl|hcl|120|24|1.0,,curated_project_dataset
POS-0111,510,"3,3'-Dimethyl-[1,1'-biphenyl]-4,4'-dicarboxylic acid",Non specificata,Zr,ZrCl4,DMF/HCl,Acido benzoico,120,24.0,0.5,0.5,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.16514456476895406,0.7634039129537908,B,True,zr|non specificata|chloride|dmf/hcl|acido benzoico|120|24|1.0,,curated_project_dataset
POS-0112,511,"2'-Amino-[1,1':4',1''-terphenyl]-4,4''-dicarboxylic acid",Non specificata,Zr,ZrCl4,DMF/HCl,Acido benzoico,120,24.0,0.3,0.3,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.16514456476895406,0.7634039129537908,B,True,zr|non specificata|chloride|dmf/hcl|acido benzoico|120|24|1.0,,curated_project_dataset
POS-0113,512,"2,6-Naphthalenedicarboxylic acid",Non specificata,Zr,ZrCl4,DMF/Acetic acid,Acido acetico,120,24.0,1.0,1.0,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|dmf/acetic acid|acido acetico|120|24|1.0,,curated_project_dataset
POS-0114,513,"2,6-Naphthalenedicarboxylic acid",Non specificata,Hf,HfCl4,DMF/Acetic acid,Acido acetico,120,24.0,1.0,1.0,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5773502691896256,0.8458450538379252,A,True,hf|non specificata|chloride|dmf/acetic acid|acido acetico|120|24|1.0,,curated_project_dataset
POS-0115,514,Fumaric acid,Non specificata,Zr,ZrOCl2·8H2O,H2O/Formic acid,Acido formico,100,24.0,2.0,2.0,1.0,,8.0,chloride,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|h2o/formic acid|acido formico|100|24|1.0,,curated_project_dataset
POS-0116,515,Fumaric acid,Non specificata,Hf,HfCl4,DMF/Formic acid,Acido formico,120,24.0,2.0,2.0,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.4082482904638629,0.8120246580927726,A,True,hf|non specificata|chloride|dmf/formic acid|acido formico|120|24|1.0,,curated_project_dataset
POS-0117,516,5-Aminoisophthalic acid,Non specificata,Zr,ZrOCl2·8H2O,DMF/Formic acid,Acido formico,100,24.0,0.5,1.0,0.5,,8.0,chloride,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|dmf/formic acid|acido formico|100|24|0.5,,curated_project_dataset
POS-0118,518,"Pyrazole-3,5-dicarboxylic acid",Non specificata,Hf,HfCl4,DMF/Formic acid,Acido formico,120,24.0,1.0,1.0,1.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.4082482904638629,0.8120246580927726,A,True,hf|non specificata|chloride|dmf/formic acid|acido formico|120|24|1.0,,curated_project_dataset
POS-0119,519,"1,3,6,8-tetrakis(p-benzoic acid)pyrene",Non specificata,Hf,HfCl4,DMF/TFA,TFA,120,18.0,0.06,0.3,0.2,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5773502691896256,0.8458450538379252,A,True,hf|non specificata|chloride|dmf/tfa|tfa|120|18|0.25,,curated_project_dataset
POS-0120,520,"1,3,6,8-tetrakis(p-benzoic acid)pyrene",Non specificata,Zr,ZrOCl2·8H2O,DMF/Benzoic acid,Acido benzoico,120,18.0,0.05,0.25,0.2,,8.0,chloride,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|dmf/benzoic acid|acido benzoico|120|18|0.25,,curated_project_dataset
POS-0121,521,2-Methylimidazole,Non specificata,Co,Co(NO3)2·6H2O,H2O/MeOH,Acido formico,150,12.0,4.0,2.5,1.6,,6.0,nitrate,2.0,Precipitation,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,co|non specificata|nitrate|h2o/meoh|acido formico|150|12|1.5,,curated_project_dataset
POS-0122,522,Benzimidazole,Non specificata,Co,Co(OAc)2·4H2O,MeCN,Acido benzoico,25,48.0,2.0,2.5,0.8,,4.0,acetate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,co|non specificata|acetate|mecn|acido benzoico|20|48|0.75,,curated_project_dataset
POS-0123,524,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Ni,Ni(OAc)2·4H2O,DEF,Trietilammina (TEA),100,48.0,1.0,5.0,0.2,,4.0,acetate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3396831102433787,0.7983116220486758,A,True,ni|non specificata|acetate|def|trietilammina (tea)|100|48|0.25,,curated_project_dataset
POS-0124,525,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Fe,FeCl3·6H2O,MeOH,Trietilammina (TEA),120,4.0,1.5,5.0,0.3,,6.0,chloride,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|chloride|meoh|trietilammina (tea)|120|6|0.25,,curated_project_dataset
POS-0125,526,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Fe,Fe(NO3)3·9H2O,EtOH,HNO3,130,4.0,1.5,5.0,0.3,,9.0,nitrate,3.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|nitrate|etoh|hno3|130|6|0.25,,curated_project_dataset
POS-0126,527,Fumaric acid,Non specificata,Al,Al(NO3)3·9H2O,H2O,Nessuno,60,24.0,1.5,2.5,0.6,,9.0,nitrate,3.0,Precipitation,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.28474739872574967,0.78732447974515,A,True,al|non specificata|nitrate|h2o|nessuno|60|24|0.5,,curated_project_dataset
POS-0127,528,Isophthalic acid,Non specificata,Al,AlCl3·6H2O,DMF/H2O/EtOH,Acido benzoico,25,2.0,1.0,1.5,0.6667,,6.0,chloride,3.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.28474739872574967,0.78732447974515,A,True,al|non specificata|chloride|dmf/h2o/etoh|acido benzoico|20|0|0.75,,curated_project_dataset
POS-0128,529,5-Nitroisophthalic acid,Non specificata,Zr,ZrCl4,DMF/H2O,Acido formico,85,36.0,0.25,2.0,0.125,,0.0,chloride,4.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|dmf/h2o|acido formico|80|36|0.0,,curated_project_dataset
POS-0129,530,5-Aminoisophthalic acid,Non specificata,Zr,ZrOCl2·8H2O,DMA,Nessuno,120,6.0,2.0,4.0,0.5,,8.0,chloride,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|dma|nessuno|120|6|0.5,,curated_project_dataset
POS-0130,531,Imidazole-2-carboxaldehyde,Non specificata,Mg,Mg(NO3)2·6H2O,H2O/THF,HCl,150,4.0,0.25,2.0,0.125,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.48038446141526137,0.8264518922830523,A,True,mg|non specificata|nitrate|h2o/thf|hcl|150|6|0.0,,curated_project_dataset
